prefix,course,section,max_enroll,seats_avail,waitlist
NUR,4339,02,38,9,0
NUR,4339,31,49,13,0
NUR,4341,01,38,4,0
NUR,4341,02,38,9,0
NUR,4341,31,49,13,0
NUR,4345,01,13,0,N/A
NUR,4345,02,10,1,N/A
NUR,4345,03,12,0,N/A
NUR,4345,04,10,0,N/A
NUR,4345,05,12,0,N/A
NUR,4345,06,13,0,N/A
NUR,4345,07,10,1,N/A
NUR,4345,08,12,0,N/A
NUR,4345,09,10,0,0
NUR,4345,10,13,0,0
NUR,4351,01,38,9,0
NUR,4351,02,36,4,0
NUR,4353,01,115,4,0
NUR,4356,01,25,0,2
NUR,4378,01,12,0,3
NUR,4398,01,28,0,5
NUR,4V08,01,5,4,0
NUTR,1401,01,32,7,0
NUTR,1401,A,16,0,N/A
NUTR,1401,B,16,7,N/A
NUTR,2101,01,20,1,0
NUTR,2351,01,35,0,4
NUTR,2351,02,35,0,6
NUTR,2351,03,22,0,4
NUTR,2351,04,22,0,5
NUTR,2351,05,29,0,1
NUTR,2351,06,22,0,7
NUTR,2380,01,20,6,0
NUTR,3288,01,19,1,0
NUTR,3314,01,25,5,0
NUTR,3314,02,39,7,0
NUTR,3314,03,29,0,3
NUTR,3314,04,25,0,2
NUTR,3314,05,35,28,0
NUTR,3314,06,25,0,20
NUTR,3314,07,25,0,16
NUTR,3351,01,25,6,0
NUTR,3435,01,12,3,0
NUTR,3435,A,12,3,N/A
NUTR,4151,01,6,6,0
NUTR,4351,01,20,8,14
NUTR,4386,01,24,2,0
NUTR,4388,01,19,1,0
NUTR,4395,01,5,4,0
PPS,1100,01,18,0,0
PPS,1100,02,18,6,0
PPS,1100,03,15,7,0
PPS,1100,04,0,2,0
PPS,1100,05,18,0,1
PPS,1100,06,18,1,3
PPS,1100,07,18,11,0
PPS,1100,08,18,2,0
PPS,1100,09,18,0,0
PPS,1100,10,18,0,0
PPS,1100,11,18,9,0
PPS,1100,12,0,0,0
PPS,1100,13,18,6,0
PPS,1100,14,18,1,0
PPS,1100,15,18,13,0
PPS,1100,18,12,0,0
PPS,1100,19,0,2,0
PPS,1100,20,18,15,0
PPS,1100,21,18,14,0
PPS,1100,W1,15,6,N/A
PPS,1101,01,15,0,0
PPS,1101,02,15,8,0
PPS,1101,03,15,11,0
PPS,1101,04,15,13,0
PPS,1101,05,15,10,0
PPS,1102,01,24,1,0
PPS,2101,01,3,3,0
PPS,2301,01,19,2,0
PPS,3372,01,5,5,0
PPS,4310,01,18,0,0
PPS,4V98,W1,19,17,0
PHI,1301,01,19,5,0
PHI,1301,02,19,0,5
PHI,1301,08,19,15,0
PHI,1301,10,19,14,0
PHI,1301,H1,19,12,0
PHI,1301,W11,13,0,2
PHI,1302,01,19,10,0
PHI,1306,01,24,9,0
PHI,1306,02,29,23,0
PHI,1306,03,24,0,7
PHI,1306,04,24,22,0
PHI,1306,05,24,11,0
PHI,1306,06,24,12,0
PHI,1306,08,19,0,2
PHI,1306,09,19,0,2
PHI,1306,10,19,7,0
PHI,1306,11,19,2,0
PHI,1306,12,19,16,0
PHI,1306,H1,20,9,0
PHI,1306,W12,19,7,0
PHI,1308,01,19,0,1
PHI,1308,03,19,4,0
PHI,1308,07,19,19,0
PHI,1308,08,19,18,0
PHI,1308,09,19,8,0
PHI,1308,10,19,15,0
PHI,1309,01,24,1,0
PHI,1309,06,19,0,2
PHI,1309,07,19,8,0
PHI,1309,H3,24,13,0
PHI,1309,W8,19,9,0
PHI,1310,01,18,2,8
PHI,1310,02,18,0,3
PHI,2303,01,15,0,0
PHI,2303,02,19,0,4
PHI,2303,03,19,0,5
PHI,3301,03,20,0,12
PHI,3301,06,19,9,0
PHI,3301,H1,20,8,0
PHI,3301,H5,19,10,0
PHI,3310,01,19,1,0
PHI,3312,01,19,0,2
PHI,3322,01,10,0,2
PHI,3339,04,10,0,1
PHI,3339,05,10,0,5
PHI,3V9R,01,5,3,0
PHI,4311,01,16,6,0
PHI,4314,01,19,6,0
PHI,4317,01,19,1,0
PHI,4325,01,19,1,2
PHI,4340,01,15,5,0
PHI,4345,01,18,5,0
PHI,4361,02,19,5,0
PHI,4361,H1,13,0,1
PHI,4363,01,19,0,7
PHI,4V99,01,0,0,0
PHI,4V99,02,0,0,0
PHI,4V99,04,0,0,0
PHI,4V99,05,12,9,0
PHY,1405,01,30,18,0
PHY,1405,A,20,8,N/A
PHY,1408,01,60,20,0
PHY,1408,02,52,13,0
PHY,1408,03,48,0,1
PHY,1408,A,24,1,N/A
PHY,1408,B,0,0,N/A
PHY,1408,C,24,14,N/A
PHY,1408,E,24,4,N/A
PHY,1408,F,11,1,N/A
PHY,1408,G,24,3,N/A
PHY,1408,I,24,15,N/A
PHY,1408,K,24,12,N/A
PHY,1408,L,24,14,N/A
PHY,1408,N,24,12,N/A
PHY,1409,01,64,2,0
PHY,1409,02,60,0,0
PHY,1409,03,64,16,0
PHY,1409,04,70,2,6
PHY,1409,05,64,4,7
PHY,1409,06,40,33,0
PHY,1409,A,24,0,N/A
PHY,1409,B,24,1,N/A
PHY,1409,C,24,0,N/A
PHY,1409,D,24,0,N/A
PHY,1409,E,24,0,N/A
PHY,1409,F,24,1,N/A
PHY,1409,G,24,0,N/A
PHY,1409,I,24,10,N/A
PHY,1409,J,24,2,N/A
PHY,1409,K,24,0,N/A
PHY,1409,L,24,0,N/A
PHY,1409,M,24,0,N/A
PHY,1409,O,24,1,N/A
PHY,1409,P,24,0,N/A
PHY,1420,01,48,31,0
PHY,1420,02,30,0,7
PHY,1420,03,45,0,4
PHY,1420,04,48,16,0
PHY,1420,A,24,0,N/A
PHY,1420,B,0,0,N/A
PHY,1420,C,24,20,N/A
PHY,1420,D,24,0,N/A
PHY,1420,E,24,0,N/A
PHY,1420,F,13,0,N/A
PHY,1420,G,24,15,N/A
PHY,1420,I,24,23,N/A
PHY,1420,J,24,6,N/A
PHY,1420,K,24,17,N/A
PHY,1430,01,48,14,0
PHY,1430,02,48,12,0
PHY,1430,03,30,0,0
PHY,1430,B,24,1,N/A
PHY,1430,C,24,7,N/A
PHY,1430,D,24,7,N/A
PHY,1430,E,24,3,N/A
PHY,1430,G,24,24,N/A
PHY,1430,I,24,16,N/A
PHY,1430,K,24,10,N/A
PHY,1455,01,150,95,0
PHY,1455,B,24,6,N/A
PHY,1455,C,24,13,N/A
PHY,1455,E,24,3,N/A
PHY,1455,F,24,19,N/A
PHY,1V9R,01,5,5,0
PHY,1V9R,02,5,5,0
PHY,1V9R,03,5,5,0
PHY,1V9R,04,5,5,0
PHY,1V9R,05,5,5,0
PHY,1V9R,06,5,5,0
PHY,1V9R,07,5,5,0
PHY,1V9R,08,5,3,0
PHY,2190,01,20,15,0
PHY,2350,01,12,9,0
PHY,2360,01,20,14,0
PHY,2V9R,01,5,5,0
PHY,2V9R,02,5,5,0
PHY,2V9R,03,5,5,0
PHY,2V9R,04,5,4,0
PHY,2V9R,05,5,5,0
PHY,2V9R,06,6,6,0
PHY,2V9R,07,19,19,0
PHY,2V9R,08,5,5,0
PHY,3305,01,30,17,0
PHY,3330,01,20,16,0
PHY,3350,01,20,12,0
PHY,3373,01,20,9,0
PHY,3V95,01,5,5,0
PHY,3V95,02,5,5,0
PHY,3V95,03,5,5,0
PHY,3V95,04,5,5,0
PHY,3V95,05,5,5,0
PHY,3V95,06,5,5,0
PHY,3V95,07,5,5,0
PHY,3V95,08,5,5,0
PHY,3V9R,01,5,5,0
PHY,3V9R,02,5,5,0
PHY,3V9R,03,5,5,0
PHY,3V9R,04,5,5,0
PHY,3V9R,05,5,5,0
PHY,3V9R,06,5,5,0
PHY,3V9R,07,5,5,0
PHY,3V9R,08,5,5,0
PHY,3V9R,09,5,5,0
PHY,4190,01,0,0,0
PHY,4360,01,20,11,0
PHY,4V9R,01,5,5,0
PHY,4V9R,02,5,5,0
PHY,4V9R,03,5,5,0
PHY,4V9R,04,5,5,0
PHY,4V9R,05,5,5,0
PHY,4V9R,06,5,5,0
PHY,4V9R,07,5,5,0
PHY,4V9R,08,19,19,0
PHY,4V9R,09,19,17,0
PSC,1305,01,30,0,4
PSC,1387,01,210,0,11
PSC,1387,02,210,33,0
PSC,1387,03,18,0,0
PSC,1387,04,77,0,4
PSC,1387,05,18,0,0
PSC,1387,06,75,15,0
PSC,1387,07,75,64,0
PSC,1387,08,80,0,6
PSC,1387,10,210,0,3
PSC,1387,11,210,0,30
PSC,1387,12,75,0,12
PSC,1387,13,75,14,0
PSC,1387,14,75,0,1
PSC,1387,15,75,56,0
PSC,1387,16,20,9,0
PSC,1387,17,30,0,13
PSC,1387,H1,24,8,0
PSC,1387,W1,20,0,12
PSC,1387,W2,20,0,23
PSC,1387,W3,20,0,4
PSC,2303,01,24,0,12
PSC,2303,02,24,0,12
PSC,2306,01,20,0,4
PSC,2343,01,18,0,6
PSC,2343,02,18,1,8
PSC,2343,03,18,1,11
PSC,3300,02,5,0,6
PSC,3304,01,18,0,0
PSC,3304,02,18,0,0
PSC,3304,03,18,0,1
PSC,3304,04,18,1,1
PSC,3304,05,18,0,3
PSC,3309,80,19,2,0
PSC,3315,01,24,0,2
PSC,3315,03,24,0,1
PSC,3315,04,24,1,6
PSC,3315,05,19,9,0
PSC,3321,01,29,0,3
PSC,3321,02,24,0,12
PSC,3325,01,15,0,0
PSC,3339,04,15,0,6
PSC,3339,05,15,0,7
PSC,3339,80,0,0,0
PSC,3353,01,18,0,2
PSC,3355,01,24,0,14
PSC,3363,01,18,0,0
PSC,3365,01,12,0,0
PSC,3372,01,15,10,0
PSC,3374,01,18,0,4
PSC,3375,01,15,8,0
PSC,3382,01,15,3,0
PSC,3392,80,5,5,0
PSC,3698,80,10,4,0
PSC,3992,80,20,1,0
PSC,3V9R,01,12,2,0
PSC,4305,01,18,0,1
PSC,4307,02,5,0,1
PSC,4309,01,5,0,0
PSC,4313,01,18,12,0
PSC,4314,01,15,0,1
PSC,4314,H1,5,2,0
PSC,4315,01,18,0,2
PSC,4323,01,24,11,0
PSC,4323,02,24,0,0
PSC,4330,01,19,6,0
PSC,4330,02,19,0,2
PSC,4334,01,22,0,0
PSC,4342,01,18,0,5
PSC,4344,01,18,8,0
PSC,4354,01,15,0,0
PSC,4361,01,15,0,0
PSC,4373,01,15,0,0
PSC,4380,01,19,11,0
PSC,4381,01,18,0,6
PSC,4390,01,5,0,N/A
PSC,4390,02,1,1,0
PSC,4390,03,0,0,0
PSC,4390,04,0,0,0
PSC,4390,05,1,1,0
PSC,4390,80,10,4,0
PSC,4390,81,20,3,0
PSC,4V89,01,5,4,0
PSC,4V94,02,0,0,0
PSC,4V94,80,10,4,0
POR,1302,01,15,5,0
POR,1302,A,14,4,N/A
POR,3301,01,19,0,3
POR,3V90,01,0,0,0
POR,3V90,02,2,2,0
PHP,1105,01,300,235,0
PHP,1105,02,0,0,0
PHP,1106,01,100,90,0
PHP,1V9R,01,15,15,0
PHP,1V9R,02,40,40,0
PHP,1V9R,03,40,40,0
PHP,1V9R,04,30,30,0
PHP,1V9R,05,30,30,0
PHP,1V9R,06,30,30,0
PHP,1V9R,07,30,30,0
PHP,2101,01,50,50,0
PHP,2102,01,20,18,0
PHP,2102,02,15,15,0
PHP,2102,03,75,74,0
PHP,2103,01,15,15,0
PHP,2105,01,100,95,0
PHP,2105,02,50,21,0
PHP,2V9R,01,20,20,0
PHP,2V9R,02,20,20,0
PHP,2V9R,03,18,18,0
PHP,2V9R,04,20,20,0
PHP,2V9R,05,10,10,0
PHP,3V9R,01,2,2,0
PHP,3V9R,02,0,0,0
PHP,3V9R,03,0,0,0
PHP,3V9R,04,20,20,0
PHP,3V9R,05,10,10,0
PHP,3V9R,06,5,5,0
PHP,3V9R,H1,7,7,0
PHP,4V9R,01,18,13,0
PHP,4V9R,H1,10,10,0
PWR,2314,01,12,3,0
PWR,2314,02,12,3,0
PWR,3300,01,17,0,1
PWR,3300,02,17,0,0
PWR,3300,03,17,0,0
PWR,3300,04,17,1,0
PWR,3300,05,17,0,4
PWR,3300,06,17,0,0
PWR,3300,07,17,0,2
PWR,3300,08,17,0,6
PWR,3300,09,17,9,0
PWR,3300,10,17,0,2
PWR,3300,11,17,14,0
PWR,3303,01,12,0,6
PWR,3309,01,12,0,0
PWR,3318,01,12,2,0
PWR,3318,02,12,0,2
PWR,3321,01,12,3,0
PWR,3326,01,15,0,1
PWR,4348,01,12,0,1
PWR,4375,01,15,0,0
PWR,4V9R,01,2,1,0
PRD,2101,01,25,19,0
PRD,2101,02,25,16,0
PRD,2101,03,25,19,0
PRD,2101,04,24,23,0
PRD,2101,05,25,23,0
PRD,2101,06,25,22,0
PRD,2101,07,25,22,0
PRD,2101,08,25,22,0
PRD,2101,09,25,17,0
PRD,2101,10,25,13,0
PRD,2101,11,25,19,0
PRD,2101,12,25,22,0
PRD,2101,13,25,20,0
PRD,2101,14,25,20,0
PRD,2101,15,25,24,0
PSY,1305,01,105,0,4
PSY,1305,02,105,0,5
PSY,1305,03,205,86,0
PSY,1305,04,105,12,0
PSY,1305,05,35,0,0
PSY,1305,W1,20,0,1
PSY,1V9R,01,5,5,0
PSY,1V9R,02,5,5,0
PSY,1V9R,03,5,5,0
PSY,1V9R,04,1,1,0
PSY,1V9R,05,5,5,0
PSY,1V9R,06,5,5,0
PSY,1V9R,07,5,5,0
PSY,1V9R,08,5,5,0
PSY,1V9R,09,5,5,0
PSY,1V9R,10,5,5,0
PSY,1V9R,11,5,5,0
PSY,1V9R,12,5,5,0
PSY,1V9R,13,5,5,0
PSY,1V9R,14,5,5,0
PSY,1V9R,15,5,5,0
PSY,1V9R,16,5,5,0
PSY,1V9R,17,5,5,0
PSY,2402,01,96,8,0
PSY,2402,A,24,0,N/A
PSY,2402,B,24,0,N/A
PSY,2402,C,24,8,N/A
PSY,2402,D,24,0,N/A
PSY,2405,01,88,8,0
PSY,2405,A,22,0,N/A
PSY,2405,B,22,0,N/A
PSY,2405,C,22,6,N/A
PSY,2405,D,22,2,N/A
PSY,2V9R,01,5,5,0
PSY,2V9R,02,5,5,0
PSY,2V9R,03,5,5,0
PSY,2V9R,04,0,0,0
PSY,2V9R,05,5,5,0
PSY,2V9R,06,5,5,0
PSY,2V9R,07,5,5,0
PSY,2V9R,08,5,5,0
PSY,2V9R,09,5,5,0
PSY,2V9R,10,5,5,0
PSY,2V9R,11,5,5,0
PSY,2V9R,12,5,5,0
PSY,2V9R,13,5,5,0
PSY,2V9R,14,5,5,0
PSY,2V9R,15,5,5,0
PSY,2V9R,16,5,5,0
PSY,2V9R,17,5,5,0
PSY,3101,01,1,0,0
PSY,3101,02,1,0,0
PSY,3101,03,1,0,0
PSY,3111,01,11,0,0
PSY,3111,02,11,1,0
PSY,3111,03,10,0,0
PSY,3120,02,6,0,0
PSY,3120,03,5,0,0
PSY,3120,04,5,0,0
PSY,3120,06,7,0,0
PSY,3120,07,5,0,0
PSY,3120,08,4,1,0
PSY,3120,09,4,1,0
PSY,3120,10,5,0,0
PSY,3123,01,9,3,0
PSY,3123,02,9,7,0
PSY,3308,01,28,0,12
PSY,3308,W1,15,7,0
PSY,3310,01,28,1,0
PSY,3310,02,28,1,4
PSY,3311,01,13,0,0
PSY,3311,02,17,0,2
PSY,3311,W1,7,0,0
PSY,3320,01,14,0,3
PSY,3320,02,23,1,0
PSY,3320,03,14,0,1
PSY,3321,01,135,32,0
PSY,3321,W1,15,0,0
PSY,3323,01,6,0,0
PSY,3323,02,8,5,0
PSY,3330,01,80,6,0
PSY,3335,01,28,0,24
PSY,3341,01,135,0,13
PSY,3341,02,40,0,16
PSY,3341,W1,15,6,0
PSY,3350,01,24,5,0
PSY,3350,02,24,0,0
PSY,3355,01,28,0,7
PSY,3370,01,8,0,0
PSY,3375,01,40,0,0
PSY,3380,01,28,0,11
PSY,3V90,01,19,0,0
PSY,3V9R,01,5,5,0
PSY,3V9R,02,5,5,0
PSY,3V9R,03,5,5,0
PSY,3V9R,04,4,4,0
PSY,3V9R,05,5,5,0
PSY,3V9R,06,5,5,0
PSY,3V9R,07,5,5,0
PSY,3V9R,08,5,5,0
PSY,3V9R,09,5,5,0
PSY,3V9R,10,5,5,0
PSY,3V9R,11,5,5,0
PSY,3V9R,12,5,5,0
PSY,3V9R,13,5,5,0
PSY,3V9R,14,5,4,0
PSY,3V9R,15,5,5,0
PSY,3V9R,16,5,5,0
PSY,3V9R,17,5,5,0
PSY,4319,01,5,1,0
PSY,4325,W1,15,0,7
PSY,4371,04,2,2,0
PSY,4371,05,0,0,0
PSY,4371,06,0,0,0
PSY,4371,07,2,2,0
PSY,4380,01,28,1,4
PSY,4395,01,18,10,0
PSY,4400,01,66,0,0
PSY,4400,A,66,0,N/A
PSY,4V96,01,3,0,0
PSY,4V9R,01,5,5,0
PSY,4V9R,02,5,5,0
PSY,4V9R,03,5,5,0
PSY,4V9R,04,4,4,0
PSY,4V9R,05,5,5,0
PSY,4V9R,06,5,5,0
PSY,4V9R,07,5,5,0
PSY,4V9R,08,5,5,0
PSY,4V9R,09,5,5,0
PSY,4V9R,10,5,5,0
PSY,4V9R,11,5,5,0
PSY,4V9R,12,5,5,0
PSY,4V9R,13,5,5,0
PSY,4V9R,14,5,5,0
PSY,4V9R,15,5,5,0
PSY,4V9R,16,5,5,0
PSY,4V9R,17,5,5,0
PSY,4V9R,18,5,2,0
PUBH,1145,01,30,0,0
PUBH,1145,02,30,14,0
PUBH,1145,03,30,0,0
PUBH,1145,04,30,1,2
PUBH,1145,05,30,0,9
PUBH,1145,06,30,0,8
PUBH,1145,07,30,0,10
PUBH,1145,08,30,0,8
PUBH,1145,09,30,0,4
PUBH,1145,10,30,0,4
PUBH,1145,11,30,0,0
PUBH,1145,12,30,0,2
PUBH,1145,13,30,0,0
PUBH,1145,14,30,0,0
PUBH,1145,15,30,19,0
PUBH,1145,16,30,27,0
PUBH,1145,17,30,0,0
PUBH,1145,18,30,0,0
PUBH,1145,19,30,0,4
PUBH,1145,21,30,0,3
PUBH,1145,22,30,0,1
PUBH,1145,23,30,0,0
PUBH,1145,26,30,0,1
PUBH,1145,27,30,0,0
PUBH,1145,28,30,29,0
PUBH,1145,29,30,0,0
PUBH,1145,30,30,0,2
PUBH,1145,31,30,0,3
PUBH,2313,01,25,0,13
PUBH,2313,02,25,1,11
PUBH,2330,01,40,7,0
PUBH,3317,01,47,1,20
PUBH,3320,01,40,0,10
PUBH,3320,02,40,0,18
PUBH,3320,04,40,0,17
PUBH,3320,05,40,0,12
PUBH,3320,06,40,0,16
PUBH,3325,02,35,1,40
PUBH,3331,01,40,13,0
PUBH,3350,01,30,6,0
PUBH,3351,02,40,7,0
PUBH,4321,01,45,2,0
PUBH,4321,02,48,0,13
PUBH,4321,04,48,0,16
PUBH,4321,05,40,19,0
PUBH,4327,01,35,0,21
PUBH,4327,02,35,2,29
PUBH,4327,03,35,1,28
PUBH,4327,04,35,2,18
PUBH,4333,01,35,1,0
PUBH,4340,01,20,6,26
PUBH,4355,03,40,4,0
PUBH,4580,01,4,0,0
PUBH,4580,02,0,2,0
QBA,2302,01,35,4,0
QBA,2302,02,35,0,0
QBA,2302,03,35,0,0
QBA,2302,04,50,2,0
QBA,2302,05,50,0,0
QBA,2302,06,35,0,11
QBA,2302,07,35,4,0
QBA,2302,08,35,2,0
QBA,2302,09,35,28,0
QBA,2302,13,35,4,0
QBA,2302,W1,20,0,0
QBA,3305,01,45,5,0
QBA,3305,02,40,1,0
QBA,3305,03,28,3,2
QBA,3305,04,45,0,4
QBA,3305,06,45,0,25
QBA,3305,07,45,0,6
QBA,3305,08,40,0,0
QBA,3305,11,45,0,10
QBA,3305,12,45,3,0
QBA,3305,14,45,14,0
QBA,3305,15,45,4,0
QBA,3305,16,45,2,0
QBA,3305,W1,35,3,0
QBA,4V98,01,0,0,0
RLS,1396,01,18,7,16
RLS,2202,01,18,15,0
RLS,3301,01,20,2,11
RLS,3382,01,9,6,0
RLS,3396,80,10,10,0
RLS,4331,01,17,0,19
RLS,4392,01,14,1,0
RLS,4393,01,12,9,0
RLS,4395,01,25,10,22
RLS,4396,01,18,7,15
RLS,4V94,01,2,2,0
RLS,4V94,80,1,1,0
REL,1310,01,60,0,5
REL,1310,02,60,2,0
REL,1310,03,60,0,16
REL,1310,04,60,0,2
REL,1310,05,60,0,2
REL,1310,06,60,17,0
REL,1310,07,60,0,0
REL,1310,08,60,13,0
REL,1310,09,60,15,0
REL,1310,10,60,0,5
REL,1310,13,20,1,5
REL,1310,W1,22,0,0
REL,1310,W2,23,0,0
REL,1310,W3,22,0,0
REL,1350,01,45,1,0
REL,1350,02,55,5,7
REL,1350,03,60,27,0
REL,1350,04,29,26,0
REL,1350,05,60,0,8
REL,1350,06,60,0,1
REL,1350,07,29,8,0
REL,1350,08,60,0,2
REL,1350,09,25,2,0
REL,1350,10,60,0,20
REL,1350,11,29,0,1
REL,1350,12,29,1,1
REL,1350,13,29,0,2
REL,1350,14,29,1,0
REL,1350,15,60,0,9
REL,1350,16,29,0,0
REL,1350,17,60,39,0
REL,1350,18,60,0,0
REL,1350,19,20,15,0
REL,1350,20,60,44,0
REL,1350,21,60,30,0
REL,1350,22,0,0,N/A
REL,1350,23,60,0,7
REL,1350,24,29,4,0
REL,1350,25,60,0,1
REL,1350,26,60,0,19
REL,1350,27,60,0,11
REL,1350,28,60,0,20
REL,1350,29,29,9,0
REL,1350,30,60,0,2
REL,1350,31,240,0,18
REL,1350,32,0,3,N/A
REL,1350,33,60,0,13
REL,1350,34,60,17,0
REL,1350,35,60,0,2
REL,1350,36,60,0,8
REL,1350,37,29,0,1
REL,1350,38,60,0,8
REL,1350,39,60,23,0
REL,1350,40,60,53,0
REL,1350,41,29,0,0
REL,1350,H1,25,16,0
REL,1350,H2,25,0,0
REL,1350,W1,30,0,2
REL,1350,W2,30,0,1
REL,2480,01,15,0,3
REL,2480,02,15,2,0
REL,2480,03,15,2,0
REL,2480,04,15,0,2
REL,3307,01,25,0,0
REL,3311,01,25,0,14
REL,3319,01,20,0,8
REL,3319,02,20,1,0
REL,3330,01,25,0,2
REL,3339,01,5,0,0
REL,3339,02,5,0,0
REL,3345,01,19,0,7
REL,3351,01,20,1,7
REL,3351,02,20,0,0
REL,3370,01,4,0,0
REL,3381,01,25,0,2
REL,3390,01,25,0,2
REL,3V9R,01,1,1,0
REL,4300,01,20,13,0
REL,4302,01,17,1,0
REL,4341,01,20,0,1
REL,4342,01,20,10,0
REL,4374,01,25,0,3
REL,4389,01,20,1,0
REL,4393,01,10,0,0
REL,4395,01,20,1,1
REL,4395,02,20,1,0
REL,4399,01,36,2,0
RUS,1302,01,12,1,0
RUS,1302,02,12,3,0
RUS,1302,A,12,4,N/A
RUS,1302,B,12,0,N/A
RUS,3302,01,12,6,0
RUS,3310,01,12,2,0
RUS,3V70,01,0,0,0
RUS,3V70,02,0,0,0
RUS,3V70,03,12,5,0
RUS,3V9R,01,0,0,0
RUS,4302,01,12,7,0
RUS,4V90,01,0,0,0
RUS,4V90,02,0,0,0
RUS,4V90,03,0,0,0
RUS,4V9R,01,0,0,0
SRF,1307,01,14,9,0
SRF,3V90,01,20,20,0
SRF,4101,01,1,1,0
SRF,4102,01,15,9,0
SRF,4V90,01,20,16,0
SEES,2V70,01,5,4,0
SEES,3V70,01,0,0,0
SEES,3V70,02,5,5,0
SEES,3V70,03,0,0,0
SEES,4V90,01,0,0,0
SWO,2320,01,25,3,0
SWO,2320,02,25,8,0
SWO,2321,01,25,4,0
SWO,2321,02,25,8,0
SWO,2V80,01,19,8,0
SWO,3305,01,20,12,0
SWO,3352,01,24,9,0
SWO,4301,01,25,2,0
SWO,4315,01,24,19,0
SWO,4316,02,18,1,2
SWO,4322,01,19,0,0
SWO,4322,02,19,6,0
SWO,4372,01,16,1,0
SWO,4373,01,16,1,0
SWO,4395,01,20,12,0
SWO,4492,80,15,3,0
SWO,4492,81,15,4,0
SWO,4V80,01,19,17,0
SOC,1305,01,98,0,17
SOC,1305,02,98,0,12
SOC,1305,03,98,0,13
SOC,1305,04,98,0,2
SOC,1305,05,98,0,15
SOC,1305,06,98,0,10
SOC,1305,08,70,0,3
SOC,1305,09,20,0,8
SOC,1305,11,70,0,8
SOC,1305,12,70,0,9
SOC,3311,01,30,0,4
SOC,3311,02,30,3,0
SOC,3354,01,75,0,15
SOC,3372,01,30,0,0
SOC,3402,01,30,26,0
SOC,3402,A,15,14,N/A
SOC,3402,B,15,12,N/A
SOC,4303,01,6,0,0
SOC,4312,01,5,0,0
SOC,4325,01,30,19,0
SOC,4352,01,70,20,0
SOC,4353,01,30,0,10
SOC,4360,01,30,0,5
SOC,4381,01,30,23,0
SOC,4391,01,30,20,0
SOC,4395,01,5,0,3
SOC,43C9,01,18,0,0
SOC,43C9,02,15,2,0
SOC,4V70,01,1,0,0
SOC,4V70,02,1,0,0
SOC,4V70,03,1,0,0
SOC,4V70,04,1,1,0
SOC,4V9R,01,1,0,0
SPA,1301,01,19,1,0
SPA,1301,02,17,0,6
SPA,1301,03,19,0,0
SPA,1301,04,19,12,0
SPA,1301,05,19,17,0
SPA,1301,06,19,0,6
SPA,1301,07,19,0,2
SPA,1301,08,19,3,0
SPA,1301,09,19,9,0
SPA,1301,10,19,3,0
SPA,1301,11,19,16,0
SPA,1301,13,19,10,0
SPA,1301,14,19,0,3
SPA,1301,15,19,18,0
SPA,1301,16,19,19,0
SPA,1301,A,21,16,N/A
SPA,1301,B,21,11,N/A
SPA,1301,C,21,0,N/A
SPA,1301,D,21,0,N/A
SPA,1301,E,21,0,N/A
SPA,1301,F,21,14,N/A
SPA,1301,G,21,20,N/A
SPA,1301,H,21,7,N/A
SPA,1301,I,21,0,N/A
SPA,1301,J,21,0,N/A
SPA,1301,K,21,0,N/A
SPA,1301,L,19,7,N/A
SPA,1302,01,19,14,0
SPA,1302,02,19,2,0
SPA,1302,03,19,12,0
SPA,1302,04,19,0,1
SPA,1302,05,19,0,0
SPA,1302,06,19,0,1
SPA,1302,07,19,0,0
SPA,1302,08,19,0,0
SPA,1302,09,17,0,3
SPA,1302,10,18,0,2
SPA,1302,11,19,0,2
SPA,1302,13,19,0,0
SPA,1302,15,19,0,1
SPA,1302,16,19,18,0
SPA,1302,17,18,11,0
SPA,1302,18,19,5,0
SPA,1302,21,19,9,0
SPA,1302,23,19,19,0
SPA,1302,24,19,0,0
SPA,1302,25,19,17,0
SPA,1302,26,19,19,0
SPA,1302,A,21,14,N/A
SPA,1302,C,21,17,N/A
SPA,1302,E,21,5,N/A
SPA,1302,G,21,10,N/A
SPA,1302,H,21,6,N/A
SPA,1302,I,21,9,N/A
SPA,1302,J,21,2,N/A
SPA,1302,K,21,10,N/A
SPA,1302,L,20,2,N/A
SPA,1302,M,21,13,N/A
SPA,1302,O,21,2,N/A
SPA,1302,P,21,4,N/A
SPA,1302,Q,21,0,N/A
SPA,1302,R,21,4,N/A
SPA,1302,S,21,0,N/A
SPA,1302,T,21,0,N/A
SPA,1302,U,21,14,N/A
SPA,1302,V,21,11,N/A
SPA,1302,W,21,13,N/A
SPA,1302,X,21,14,N/A
SPA,1302,Y,19,19,N/A
SPA,1304,01,18,2,0
SPA,1412,01,19,11,0
SPA,1412,02,19,8,0
SPA,1412,03,19,14,0
SPA,1412,04,19,10,0
SPA,2304,01,17,0,0
SPA,2304,02,17,0,5
SPA,2310,01,19,0,2
SPA,2310,02,19,0,4
SPA,2310,03,19,0,0
SPA,2310,04,19,0,0
SPA,2310,05,19,0,1
SPA,2310,06,18,0,1
SPA,2310,07,19,2,0
SPA,2310,08,19,0,1
SPA,2310,09,19,0,0
SPA,2310,10,19,0,1
SPA,2310,11,19,11,0
SPA,2310,12,19,15,0
SPA,2310,13,19,1,0
SPA,2310,14,19,8,0
SPA,2310,15,19,19,0
